f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Fanya,Wavrik,F,914,113-9007,HICKSVILLE,NY,11802,M,N,20000,4.0695124,0,0,0
Fosca,Kandlur,M,202,766-3360,WASHINGTON,DC,20023,M,Y,20000,6.75,0,2740,1370
Avis,Matveev,M,701,497-2714,SYKESTON,ND,58486,M,Y,45000,2.2773614,0,6600,3300
Karon,Pelayo,M,606,396-1957,BANDANA,KY,42022,M,Y,95000,6,0,40,20
Darwyn,Seegmuller,M,774,223-3659,NORTH ATTLEBORO,MA,2760,M,Y,95000,5.3,0,7150,1000
Santi,Papadourakis,M,262,989-7253,PIGEON FALLS,WI,54760,S,N,15000,4.707031,700,0,0
Xua,Lauwereins,M,859,258-7088,EARLINGTON,KY,42410,S,N,40000,4.0555553,20,0,0
Baiju,Palomar,M,408,349-5080,BORON,CA,93596,S,Y,70000,9.3,87,0,272
Farooq,Sekino,M,802,275-4925,GRAFTON,VT,5146,S,N,100000,4.994672,3300,0,0
Magnus,Biran,F,361,144-9795,MURCHISON,TX,75778,S,Y,65000,0,0,0,0
Ingar,Noakes,M,203,108-7125,WEST HARTFORD,CT,6117,S,Y,60000,5,12750,0,0
Sheila,Providence,F,618,402-1759,FARMERSVILLE,IL,62533,S,Y,65000,3,2000,0,2000
Ingrid,Hagimont,M,207,696-4590,SEARSMONT,ME,4973,M,N,65000,8.5,0,5700,0
Pieter,Kakuta,F,317,950-9410,MIDLAND,IN,47445,S,N,35000,3.4,1000,0,0
Donko,Reiterman,M,865,205-6385,NEW JOHNSONVILLE,TN,37134,M,Y,90000,0,0,0,0
Kaizheng,Mahapatra,M,801,101-9077,SUMMIT,UT,84772,M,N,60000,7,0,4950,0
Dipanwita,Calmet,M,605,530-7548,SIOUX FALLS,SD,57107,S,Y,90000,0,0,0,0
Hollie,Brockman,M,580,872-7284,KENTON,OK,73946,M,N,65000,6.25,0,2000,0
Murthy,Burgess,M,802,616-6409,NORTH HERO,VT,5474,S,N,20000,3.6,3300,0,0
Giridharan,Coradeschi,M,515,188-6326,WINTHROP,IA,50682,M,Y,90000,8.98,0,80,40
Agenor,Glymour,F,808,924-9499,MILILANI,HI,96789,M,Y,75000,8.25,0,2080,1040
Erzsebet,Wavish,F,980,842-1098,ADVANCE,NC,27006,M,Y,50000,6.7814684,0,6600,3300
Glenna,Lucks,F,816,463-5282,SAINT JOSEPH,MO,64504,M,Y,80000,6,0,4200,1200
Sangho,Molyneaux,M,256,328-2743,GOSHEN,AL,36035,S,N,70000,5,1500,0,0
Hagit,Wyrostek,M,775,795-4696,LAS VEGAS,NV,89144,M,N,35000,0,0,0,0
Heeju,Halgason,M,218,732-4872,CEDAR,MN,55011,S,Y,70000,7.85,3300,0,3300
Inderpal,Seiwald,F,618,210-9526,ELLIS GROVE,IL,62241,S,N,95000,3,2000,0,0
Chane,Pinheiro,F,769,879-1584,GULFPORT,MS,39503,M,N,35000,5,0,12000,0
Hariolf,Hakonen,F,808,379-5216,PRINCEVILLE,HI,96722,S,Y,15000,3.743421,1040,0,1040
Dusanka,Struble,M,563,360-5581,CORWITH,IA,50430,M,Y,90000,8.98,0,80,40
Masayasu,Nouali,F,719,735-4054,RYE,CO,81069,S,N,95000,4.63,0,0,0
Taylor,Kappner,F,701,946-4082,FARGO,ND,58122,M,N,45000,2.2773614,0,6600,0
Gunilla,Rault,F,701,345-9256,SOURIS,ND,58783,S,N,15000,2.1,3300,0,0
Rain,Luef,F,301,708-4444,CHESAPEAKE BEACH,MD,20732,S,N,50000,4.75,2400,0,0
Mouloud,Knottenbelt,M,406,666-7166,WILLARD,MT,59354,S,Y,40000,6.9,1900,0,1900
Inhan,Lafont,F,769,261-2155,PONTOTOC,MS,38863,M,Y,15000,5,0,12000,1500
Lantzos,Merks,M,701,119-6176,LAKOTA,ND,58344,S,N,90000,2.7990127,3300,0,0
Charley,Koiso,M,979,616-7489,TULIA,TX,79088,S,Y,60000,0,0,0,0
Silvia,Gore,F,702,807-6265,LAS VEGAS,NV,89104,S,N,15000,0,0,0,0
Anu,Cosica,M,509,394-6463,PUYALLUP,WA,98373,M,N,25000,0,0,0,0
Aristotle,Temoshenko,M,843,987-8922,HANAHAN,SC,29410,M,N,55000,7,0,6600,0
Asmus,Gyimothy,M,281,574-3106,TULETA,TX,78162,M,Y,65000,0,0,0,0
Takashige,Goos,M,707,409-9961,SACRAMENTO,CA,94236,M,Y,20000,4.2297716,0,174,272
Joanthan,Spirn,F,907,301-4207,ANCHORAGE,AK,99510,S,N,25000,0,0,0,0
Kerryn,Karnin,M,304,836-5008,WEIRTON,WV,26062,M,Y,35000,4.75,0,4000,2000
Mitsuo,Syrotiuk,M,205,993-4104,WINFIELD,AL,35594,M,N,60000,5,0,3000,0
Ravin,Getta,F,205,978-1445,LEESBURG,AL,35983,M,N,50000,5,0,3000,0
Monvef,Vigna,M,307,726-2284,MERIDEN,WY,82081,M,N,35000,0,0,0,0
Annette,Perly,F,207,195-3777,BUSTINS ISLAND,ME,4013,S,N,10000,4.5857663,2850,0,0
Vinton,Karg,M,219,347-5766,LA CROSSE,IN,46348,M,Y,60000,3.4,0,2000,1000
Chaitanya,Ungar,M,303,436-4737,ARRIBA,CO,80804,M,N,40000,4.63,0,0,0
Naim,Samarati,F,562,892-9432,SACRAMENTO,CA,95816,M,N,15000,3.0493855,0,174,0
Xubo,Laubscher,M,805,516-5963,SAN DIEGO,CA,92129,S,N,75000,9.3,87,0,0
Belle,Hillebrand,M,228,145-1717,THOMASTOWN,MS,39171,M,Y,10000,5,0,12000,1500
Kanonluk,Csaba,F,205,379-1166,CLANTON,AL,35045,M,N,40000,5,0,3000,0
Danco,Flasterstein,F,928,494-2179,TUCSON,AZ,85757,M,Y,100000,4.265,0,4200,2300
Thimothy,Heuter,M,480,116-9608,SANDERS,AZ,86512,M,Y,60000,3.645,0,4200,2300
Masakatu,Hatakka,M,907,542-3378,NUNAM IQUA,AK,99666,S,N,60000,0,0,0,0
Egil,Rajamony,M,203,595-2698,MOOSUP,CT,6354,S,Y,90000,5,12750,0,0
Cathleen,Miczo,F,516,967-1601,NEW PALTZ,NY,12561,M,N,50000,4.243293,0,0,0
Les,Kermode,F,202,367-2219,WASHINGTON,DC,20201,M,Y,85000,9,0,2740,1370
Niel,Khalil,F,208,998-8145,MURRAY,ID,83874,M,Y,75000,7.8,0,6600,3300
Giang,Ustimenko,M,608,803-2555,SHEBOYGAN,WI,53081,S,Y,20000,4.7939067,700,0,400
Devin,Barriga,M,228,354-9854,MANTACHIE,MS,38855,S,N,75000,5,6000,0,0
Hira,Reiprich,M,573,430-5154,BEAUFORT,MO,63013,M,Y,35000,6,0,4200,1200
Rajkumar,Flich,F,770,190-7874,HADDOCK,GA,31033,M,N,65000,6,0,5400,0
Lenhart,Birch,M,413,257-5349,SANDWICH,MA,2563,S,N,50000,5.3,3575,0,0
Nathan,Nations,F,240,253-4529,CUMBERLAND,MD,21503,S,N,5000,4.75,2400,0,0
Vecheslav,Grohoski,M,206,159-9587,ETHEL,WA,98542,S,Y,15000,0,0,0,0
Dannie,Langtangen,F,318,941-1463,MORA,LA,71455,S,Y,80000,6,4500,0,1000
Subhodev,Robertson,F,207,495-1496,MILBRIDGE,ME,4658,S,Y,75000,8.5,2850,0,2850
Eduardo,Apostopopoulos,F,478,763-7599,ADRIAN,GA,31002,S,N,85000,6,2700,0,0
Pierto,Yahalom,M,202,375-8920,WASHINGTON,DC,20424,M,Y,70000,9,0,2740,1370
Zhigen,Cagley,M,775,693-8342,COYOTE SPRINGS,NV,89067,M,Y,50000,0,0,0,0
Parosh,Takaki,M,781,792-2993,SOUTH EGREMONT,MA,1258,M,N,95000,5.3,0,7150,0
Thyagarajan,Ingalls,F,802,725-5842,SOUTH BURLINGTON,VT,5403,S,Y,30000,3.6019895,3300,0,3300
Orin,Woit,M,402,333-6561,CROOKSTON,NE,69212,M,N,15000,4.7976766,0,206,0
Arthur,Melville,M,270,657-7480,LILY,KY,40740,S,N,20000,2.9444444,20,0,0
Vangelis,Bett,M,517,810-4753,NADEAU,MI,49863,M,N,30000,3.9,0,6200,0
Douadi,Grue,F,870,166-1211,PERRYVILLE,AR,72126,M,N,15000,3.773037,0,40,0
Fortune,Rowan,F,973,994-5612,GLEN GARDNER,NJ,8826,S,Y,5000,1.4,1000,0,1500
Shalesh,Hogan,M,317,270-6596,BOWLING GREEN,IN,47833,M,Y,40000,3.4,0,2000,1000
Roldolf,Crabtree,M,605,573-1136,WENTWORTH,SD,57075,M,N,15000,0,0,0,0
Demetrios,Peot,F,769,470-9635,RICHTON,MS,39476,S,N,65000,5,6000,0,0
Xiaoyu,Fayyad,F,337,461-8328,METAIRIE,LA,70006,S,Y,5000,2,4500,0,1000
Alf,Sterren,M,562,852-1606,SAN LEANDRO,CA,94579,S,Y,20000,4.2297716,87,0,272
Lidong,Milicic,M,252,108-5297,SALEMBURG,NC,28385,M,Y,35000,6.466783,0,6600,3300
Herhard,Driscoll,F,801,716-4177,MAGNA,UT,84044,M,N,75000,7,0,4950,0
Soheil,Aluja,F,939,903-6883,QUEBRADILLAS,PR,678,M,N,15000,0,0,0,0
Namhee,Kompanek,M,860,325-4565,EAST WINDSOR,CT,6088,S,Y,35000,5,12750,0,0
Bashar,Drewnowski,F,702,270-9771,LAMOILLE,NV,89828,M,Y,65000,0,0,0,0
Alois,Debuse,M,302,417-7268,DOVER,DE,19904,M,Y,60000,5.95,0,220,110
Jar,Goffman,F,252,323-4401,CHARLOTTE,NC,28234,S,N,40000,6.571678,3300,0,0
Fumino,McCallien,M,219,996-6858,SOUTH BEND,IN,46613,S,N,90000,3.4,1000,0,0
Mechtild,Bodagala,F,580,625-3840,SEMINOLE,OK,74818,S,N,50000,6.25,1000,0,0
Sangjyu,Bai,F,636,931-7744,BRUNSWICK,MO,65236,S,Y,10000,6,2100,0,1200
Vasanth,Calvo,M,602,924-2128,HUACHUCA CITY,AZ,85616,S,N,80000,3.955,2100,0,0
Randy,Ponceleon,M,501,169-5455,ROVER,AR,72860,M,Y,60000,7,0,40,20
Leland,Protzen,M,207,911-1427,GEORGETOWN,ME,4548,S,N,70000,8.5,2850,0,0
Hideo,Horspool,F,660,159-6420,KENNETT,MO,63857,S,N,60000,6,2100,0,0
Lunjiang,Mozdzynski,F,606,879-6543,COVINGTON,KY,41011,S,Y,35000,3.7777777,20,0,20
Philippa,Huchard,F,769,357-8020,BROOKHAVEN,MS,39601,M,N,80000,5,0,12000,0
Juhana,Skeel,F,603,754-8486,BERLIN,NH,3570,M,N,20000,0,0,0,0
Shuo,Ciardo,M,308,467-8376,MORSE BLUFF,NE,68648,S,N,85000,6.84,103,0,0
Bent,Wooldridge,M,302,423-4076,KENTON,DE,19955,M,Y,95000,5.95,0,220,110
Sixto,Woof,M,315,866-1037,SYRACUSE,NY,13219,S,N,25000,4.0984755,0,0,0
Sophie,Guttag,F,260,520-7847,MECCA,IN,47860,M,N,45000,3.4,0,2000,0
Mateo,Lauck,F,808,215-3406,KEAAU,HI,96749,M,Y,25000,5.546053,0,2080,1040
Gregg,Razaz,F,270,176-4815,PARK CITY,KY,42160,S,N,50000,4.611111,20,0,0
Stabislas,Bruma,F,435,366-1323,CACHE JUNCTION,UT,84304,S,Y,45000,7,2475,0,2475
Toralf,Kalp,F,434,304-5575,LYNCH STATION,VA,24571,S,N,25000,5.75,900,0,0
Maroin,Knightly,F,202,157-7250,WASHINGTON,DC,20307,S,N,60000,9,1370,0,0
Alselm,Raugh,F,860,534-7972,DANBURY,CT,6810,M,N,75000,5,0,24500,0
Mayford,Bhagavan,F,939,996-9079,SAN JUAN,PR,917,S,Y,30000,0,0,0,0
Courtland,Reps,F,989,216-5157,PERRONVILLE,MI,49873,S,Y,25000,3.9,3100,0,3100
Cormac,Olagunju,F,859,804-1755,OLMSTEAD,KY,42265,S,Y,25000,3.2222223,20,0,20
Foued,Canon,F,308,217-5143,NORTH LOUP,NE,68859,M,Y,35000,6.84,0,206,103
Naotaka,Denecker,M,501,784-3899,LITTLE ROCK,AR,72204,S,N,75000,7,20,0,0
Izumi,Hogstedt,F,863,129-5578,FORT LAUDERDALE,FL,33324,S,N,90000,0,0,0,0
Ravindranath,Deffuant,F,720,803-8848,LOMA,CO,81524,S,N,10000,4.63,0,0,0
DAIDA,Murtaugh,F,808,911-1052,HONOLULU,HI,96827,M,N,80000,8.25,0,2080,0
Ilaria,Pelecq,M,623,890-7169,CASHION,AZ,85329,S,Y,75000,3.8775,2100,0,2300
Verlynda,Pluym,M,620,959-5405,SIMPSON,KS,67478,S,Y,10000,3.5,2250,0,2250
Ria,Beshers,M,207,561-6616,NORTH BRIDGTON,ME,4057,M,N,40000,8.5,0,5700,0
Shelli,Mancey,M,906,215-4373,ELMIRA,MI,49730,S,N,15000,3.9,3100,0,0
Dietrich,Feinberg,F,802,403-5554,NEWFANE,VT,5345,S,N,10000,3.6,3300,0,0
Ala,Ehrhart,M,802,142-8778,SOUTH STRAFFORD,VT,5070,M,Y,60000,4.1988535,0,6600,3300
Xiaoqiang,Schlegel,M,563,848-3559,GARDEN GROVE,IA,50103,S,N,50000,7.8829904,40,0,0
Vivekananda,Zemerly,M,601,504-5101,MYRTLE,MS,38650,M,Y,70000,5,0,12000,1500
Sajid,Daga,F,505,889-1054,LAS CRUCES,NM,88006,M,Y,10000,3.2428572,0,6600,3300
Amalia,Leishman,F,630,536-2180,BARTLETT,IL,60103,S,N,45000,3,2000,0,0
Fanlun,Burgert,M,228,558-2869,ROBINSONVILLE,MS,38664,M,Y,50000,5,0,12000,1500
Eyeun,Nadji,F,479,498-1809,EUDORA,AR,71640,M,Y,70000,7,0,40,20
Yiftach,Winters,M,505,202-6954,ALGODONES,NM,87001,M,N,5000,1.7,0,6600,0
Miriam,Spira,M,240,551-8293,HOLLYWOOD,MD,20636,M,Y,100000,4.75,0,4800,2400
Erin,Busillo,F,623,208-9868,CIBOLA,AZ,85328,M,N,30000,3.1799998,0,4200,0
Gerhard,Mouzakis,F,801,648-9169,TRIDELL,UT,84076,M,N,95000,7,0,4950,0
Tammy,Hohberg,F,787,336-2031,AGUADILLA,PR,603,S,N,75000,0,0,0,0
Brendon,Falck,F,843,655-2858,COLUMBIA,SC,29202,S,Y,10000,5.752432,3300,0,3300
Bartolome,Lueth,F,803,300-5060,CHARLESTON,SC,29401,M,N,55000,7,0,6600,0
Honghai,Praeger,M,808,773-1700,HONOLULU,HI,96830,M,N,95000,8.25,0,2080,0
Manjunath,Womack,F,803,214-3596,LURAY,SC,29932,M,Y,65000,7,0,6600,3300
Yulan,Truscott,M,919,836-6558,CHARLOTTE,NC,28217,S,Y,55000,6.8863635,3300,0,3300
Niranjani,Irshid,M,304,675-3910,OMAR,WV,25638,S,N,75000,6.5,2000,0,0
Yasushi,Selenyi,M,719,129-6735,DENVER,CO,80236,S,Y,25000,4.63,0,0,0
Jun'ichi,Kurita,M,860,159-4658,BALTIC,CT,6330,S,N,75000,5,12750,0,0
Nader,Raum,F,253,401-4339,LILLIWAUP,WA,98555,M,N,100000,0,0,0,0
Berend,Hodas,F,939,261-9512,SAN JUAN,PR,930,M,N,15000,0,0,0,0
Ziyad,Lanzl,M,802,943-6449,STARKSBORO,VT,5487,S,N,25000,3.6,3300,0,0
Stasys,Gimarc,M,281,114-5485,EL PASO,TX,79929,S,Y,40000,0,0,0,0
Lenka,Peak,M,225,961-3757,LYDIA,LA,70569,S,N,15000,2.8,4500,0,0
Assaf,Natrajan,M,920,926-2700,IRON BELT,WI,54536,S,Y,40000,5.1414094,700,0,400
Jordanka,Prinz,M,803,172-9300,GREENVILLE,SC,29601,M,Y,60000,7,0,6600,3300
Hisham,Capon,M,980,373-4694,HIGH POINT,NC,27261,S,N,20000,6.1520977,3300,0,0
Miyoki,Mackaness,F,314,897-9825,EXCELSIOR SPRINGS,MO,64024,S,Y,60000,6,2100,0,1200
Willy,Oates,M,413,145-2185,LAKEVILLE,MA,2347,M,Y,60000,5.3,0,7150,1000
Dallan,Alton,F,307,758-5753,ALCOVA,WY,82620,S,N,50000,0,0,0,0
Dieter,Delaigle,M,937,114-7909,CLYDE,OH,43410,S,N,30000,1.5418718,1300,0,0
Tomyyuki,Claire,F,225,452-4390,MORROW,LA,71356,S,Y,50000,6,4500,0,1000
Zixiang,Ruohonen,F,763,863-7086,BURTRUM,MN,56318,S,Y,40000,6.3900213,3300,0,3300
Mazin,Kaio,M,773,924-9376,SMITHFIELD,IL,61477,M,N,45000,3,0,4000,0
Onkar,Lurvey,F,605,473-7207,LOWER BRULE,SD,57548,S,N,75000,0,0,0,0
Deepika,Adolphson,M,859,519-2719,CRESTWOOD,KY,40014,S,Y,35000,3.7777777,20,0,20
Kumiyo,Sitver,M,406,393-4875,GREAT FALLS,MT,59404,M,Y,50000,6.9,0,3800,1900
Qun,Watson,M,605,186-8621,STOCKHOLM,SD,57264,M,N,25000,0,0,0,0
Erik,Seipel,F,215,826-9563,HARRISON CITY,PA,15636,S,Y,75000,3.07,0,0,0
Berni,Hettich,M,901,409-1165,PORTLAND,TN,37148,S,N,70000,0,0,0,0
Steen,Diekema,M,661,709-3037,EL SOBRANTE,CA,94803,M,Y,40000,8.951314,0,174,272
Eliahu,Seguin,F,660,730-1605,WEST ALTON,MO,63386,S,N,35000,6,2100,0,0
Jun,Galesi,M,843,154-6571,GREENWOOD,SC,29646,S,Y,25000,7,3300,0,3300
Giora,Saslan,M,870,619-9461,HEBER SPRINGS,AR,72545,M,N,10000,2.5778654,0,40,0
Jasper,Sevcikova,F,434,990-9240,ATKINS,VA,24311,S,N,25000,5.75,900,0,0
Radharamanan,Reeve,F,713,369-3896,WEESATCHE,TX,77993,S,N,5000,0,0,0,0
Lenka,Rouchaleau,M,808,902-6462,KAAAWA,HI,96730,S,N,85000,8.25,1040,0,0
Byunggyu,Pillow,M,603,681-8832,WOLFEBORO FALLS,NH,3896,S,N,90000,0,0,0,0
Dhritiman,Cleve,M,207,142-8846,FRENCHVILLE,ME,4745,S,Y,80000,8.5,2850,0,2850
Balaram,Amagasa,F,423,662-5952,KNOXVILLE,TN,37914,S,N,90000,0,0,0,0
Akinori,Daskalova,M,806,778-6066,BANGS,TX,76823,S,Y,85000,0,0,0,0
Melissa,Fargier,F,808,581-9677,WAIANAE,HI,96792,S,N,45000,8.25,1040,0,0
Aristotle,Esparza,M,907,147-7967,ANCHORAGE,AK,99503,S,Y,10000,0,0,0,0
Sajid,Deokar,F,203,283-5980,WESTPORT,CT,6889,M,Y,25000,5,0,24500,0
Terry,Butner,F,912,905-7549,ODUM,GA,31555,M,N,60000,6,0,5400,0
Wayne,Videira,M,406,411-9680,BILLINGS,MT,59101,M,N,50000,6.9,0,3800,0
Wilco,Maderna,F,208,239-7955,BLISS,ID,83314,S,Y,75000,7.8,3300,0,3300
Mysore,Samtaney,F,808,277-4827,WAHIAWA,HI,96786,M,N,50000,8.25,0,2080,0
Nipun,Cartier,M,202,669-8047,WASHINGTON,DC,20310,S,N,90000,9,1370,0,0
Geraud,Grams,F,308,674-6349,FILLEY,NE,68357,S,Y,5000,3.0217428,103,0,103
Lionel,Beylin,F,334,140-2438,BIRMINGHAM,AL,35204,S,N,55000,5,1500,0,0
Rosalyn,Brody,F,801,904-6115,PROVO,UT,84601,M,N,100000,7,0,4950,0
Gookhai,Schwandt,M,734,535-3642,WHITE CLOUD,MI,49349,M,N,5000,3.9,0,6200,0
Dragutin,Ruthven,M,304,538-2086,SOPHIA,WV,25921,S,Y,20000,3.7,2000,0,2000
Birgitta,Mittra,F,402,221-5232,LINCOLN,NE,68532,S,N,15000,4.7976766,103,0,0
Joanthan,Chickermane,F,503,699-9648,SUMMERVILLE,OR,97876,M,N,65000,9,0,318,0
Jine,Rettelbach,M,207,815-3971,HALLOWELL,ME,4347,M,N,15000,6.9580293,0,5700,0
Conn,Ozturk,M,304,240-9762,LOOKOUT,WV,25868,M,Y,65000,6.5,0,4000,2000
Soufiane,Tryon,F,787,212-3685,JUNCOS,PR,777,S,Y,70000,0,0,0,0
Shaowei,Creasy,M,615,874-7673,MEMPHIS,TN,38147,S,Y,5000,0,0,0,0
Siwoo,Daelemans,F,505,922-3599,PIE TOWN,NM,87827,M,Y,30000,5.3,0,6600,3300
Vassos,Huffman,M,206,205-5480,TEKOA,WA,99033,S,N,85000,0,0,0,0
Shaz,Brazile,F,334,598-1577,TRUSSVILLE,AL,35173,M,N,30000,5,0,3000,0
Haigeng,Faradzev,M,208,594-2595,EAGLE,ID,83616,M,N,95000,7.8,0,6600,0
Glauco,Belanche,M,508,791-9297,GREEN HARBOR,MA,2041,M,Y,100000,5.3,0,7150,1000
Maryann,Emmes,F,731,945-9853,ARTHUR,TN,37707,S,N,20000,0,0,0,0
Lior,Heijenga,F,770,199-5827,ATLANTA,GA,30392,M,N,60000,6,0,5400,0
Giap,Mookken,F,309,806-5381,AURORA,IL,60504,S,N,100000,3,2000,0,0
Anzhelika,Schollmeyer,M,513,887-1773,MIAMISBURG,OH,45342,S,N,50000,2.2057693,1300,0,0
Kay,Heidenreich,F,786,618-4412,GOLDENROD,FL,32733,S,N,60000,0,0,0,0
Bredan,Koiso,M,304,785-7911,CHARLESTON,WV,25301,S,N,75000,6.5,2000,0,0
Elvira,Skandalis,F,908,482-6893,HIGHLAND PARK,NJ,8904,M,Y,40000,1.7154167,0,2000,1500
Jarrellann,Macmillan,F,503,130-8892,IDLEYLD PARK,OR,97447,M,N,30000,9,0,318,0
Meliu,Erie,M,208,424-1317,KELLOGG,ID,83837,M,Y,80000,7.8,0,6600,3300
Kali,Fraenkel,M,630,264-2927,EDWARDS,IL,61528,M,N,75000,3,0,4000,0
Ronit,Camarinopoulos,M,417,144-6095,KANSAS CITY,MO,64156,M,Y,15000,6,0,4200,1200
Uchang,Marrakchi,F,202,851-6201,WASHINGTON,DC,20060,S,Y,80000,9,1370,0,1370
Heungsoon,Sweldens,F,515,973-6294,STOCKPORT,IA,52651,M,N,85000,8.98,0,80,0
Nageshwara,Scheer,F,802,820-7826,SAINT ALBANS,VT,5478,M,N,50000,3.9998987,0,6600,0
Felicita,Karzanov,M,907,513-5954,COLD BAY,AK,99571,M,N,55000,0,0,0,0
Jamshed,Sureshchandran,M,207,700-9232,GEORGETOWN,ME,4548,S,Y,70000,8.5,2850,0,2850
Carl,Iciki,M,302,683-2159,LAUREL,DE,19956,S,N,90000,5.95,110,0,0
Gitta,Schedl,F,208,886-5698,HAILEY,ID,83333,M,Y,65000,7.8,0,6600,3300
Jackson,Wolpe,M,918,908-2225,DURHAM,OK,73642,M,N,10000,6.25,0,2000,0
Milorad,Giani,M,228,898-8923,MC NEILL,MS,39457,S,N,85000,5,6000,0,0
Saharon,Stanfill,F,541,178-8148,LAKE OSWEGO,OR,97035,M,Y,50000,9,0,318,159
Nax,Varsek,M,701,130-2083,MERCER,ND,58559,M,N,50000,2.3353226,0,6600,0
Ubeda,Roehmer,M,503,569-2503,IONE,OR,97843,M,Y,65000,9,0,318,159
Lindmila,Marshall,F,210,545-1276,CONROE,TX,77302,S,N,40000,0,0,0,0
Yurdaer,Ghattas,F,913,599-7756,HAYS,KS,67601,S,Y,15000,3.5,2250,0,2250
Willa,Karuno,F,615,617-5004,BRADYVILLE,TN,37026,M,N,65000,0,0,0,0
Maitham,Smeets,F,208,544-5161,ATHOL,ID,83801,S,N,5000,2.6903439,3300,0,0
Mehdi,Mahafzah,F,251,941-6230,HEADLAND,AL,36345,M,Y,25000,5,0,3000,300
Madeline,Eyal,F,352,414-8946,MIAMI,FL,33159,S,Y,85000,0,0,0,0
Iabelle,Stessman,M,276,951-8452,RICHMOND,VA,23241,S,N,75000,5.75,900,0,0
Moredachi,Bergen,F,814,640-1051,INDIANA,PA,15705,M,N,75000,3.07,0,0,0
Horst,Ceccarelli,F,928,783-3727,PRESCOTT VALLEY,AZ,86315,M,N,95000,4.1875,0,4200,0
Muralidhar,Bachenko,F,405,930-2090,DOUGLAS,OK,73733,S,N,10000,6.25,1000,0,0
Shujian,Halici,F,256,628-9499,SATSUMA,AL,36572,M,Y,5000,5,0,3000,300
Ashoke,Ratz,M,623,221-6272,CASA GRANDE,AZ,85122,S,N,10000,2.87,2100,0,0
Chengchang,Wigg,M,563,693-4688,CHURDAN,IA,50050,S,N,20000,3.2516527,40,0,0
Erdogan,Shepherdson,F,857,384-5820,MARSTONS MILLS,MA,2648,M,Y,100000,5.3,0,7150,1000
Lucia,Skatulla,F,859,759-3248,LOUISVILLE,KY,40255,M,Y,40000,4.0555553,0,40,20
Shari,Perkowski,M,229,148-3637,FORT OGLETHORPE,GA,30742,S,Y,80000,6,2700,0,3000
Tomohito,Glew,M,601,263-6657,ELLISVILLE,MS,39437,M,Y,65000,5,0,12000,1500
Madanpal,Michailidis,M,802,420-9056,WAITSFIELD,VT,5673,M,N,95000,4.8951945,0,6600,0
Alfredo,Timkovsky,F,207,610-5335,FARMINGTON,ME,4938,M,N,30000,8.5,0,5700,0
Quifan,Akselsen,F,313,883-9981,WHITE CLOUD,MI,49349,S,Y,55000,3.9,3100,0,3100
Sidhar,Fetvedt,F,304,687-6115,ALKOL,WV,25501,S,N,55000,6.1499996,2000,0,0
Lorrin,Iglesia,F,808,746-2710,HONOLULU,HI,96839,M,Y,90000,8.25,0,2080,1040
Wiktor,Ridoux,F,402,250-2436,KENESAW,NE,68956,S,N,95000,6.84,103,0,0
Toine,Skuppin,M,605,288-9941,CLAIRE CITY,SD,57224,S,Y,20000,0,0,0,0
Raed,Schweizer,M,605,313-7615,RUTLAND,SD,57057,S,Y,90000,0,0,0,0
Cis,Tuthill,M,276,727-5499,QUINBY,VA,23423,S,Y,70000,5.75,900,0,900
Younggeun,Chalamaiah,F,803,913-5537,BLUFFTON,SC,29910,S,Y,85000,7,3300,0,3300
Begona,Giunchiglia,M,802,993-8577,POWNAL,VT,5261,S,Y,40000,3.800944,3300,0,3300
Jaeseok,Skurczynski,M,301,810-4917,PERRYVILLE,MD,21903,S,N,45000,4.75,2400,0,0
Shyamal,Fujisawa,M,605,247-4323,BALTIC,SD,57003,M,Y,70000,0,0,0,0
Youshou,Iwadare,F,208,378-3120,NORDMAN,ID,83848,S,N,20000,6.948391,3300,0,0
Baldeo,Lefas,F,870,489-9419,BATESVILLE,AR,72503,S,N,80000,7,20,0,0
Jari,Lecoutre,F,517,788-7656,MECOSTA,MI,49332,M,Y,20000,3.9,0,6200,3100
Karina,Cardiff,F,480,664-7670,CIBOLA,AZ,85328,S,N,25000,3.1025,2100,0,0
Swamy,Suchak,M,540,141-6023,SUFFOLK,VA,23435,M,N,90000,5.75,0,1800,0
Miche,Gillo,M,308,521-8289,UNION,NE,68455,M,N,40000,6.84,0,206,0
Paul,Ying,M,939,493-8231,PONCE,PR,730,S,Y,60000,0,0,0,0
Gaisi,Verhoosel,F,405,669-6604,GLENPOOL,OK,74033,M,Y,40000,6.25,0,2000,1000
Gustovo,Toinard,F,808,766-5999,WAIKOLOA,HI,96738,M,Y,10000,2.8421054,0,2080,1040
Jaehyung,D'Amiano,M,609,309-3633,SAYREVILLE,NJ,8872,S,N,10000,1.4,1000,0,0
Spyridon,Alberti,F,831,391-4502,WRIGHTWOOD,CA,92397,M,Y,50000,9.3,0,174,272
Gherin,Raja,M,413,925-1387,WORCESTER,MA,1653,M,Y,95000,5.3,0,7150,1000
Hannu,Armando,M,307,219-2045,POINT OF ROCKS,WY,82942,M,Y,100000,0,0,0,0
Kiichi,Schild,M,603,913-7860,NORTH STRATFORD,NH,3590,S,N,70000,0,0,0,0
Klaudia,Scarborough,F,304,132-7609,ASHFORD,WV,25009,S,N,20000,3.7,2000,0,0
