f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp
Kazunori,Lafortune,F,217,325-6672,DALLAS CITY,IL,62330,M,N,80000,3,0,4000,0
Rahul,Khetawat,F,505,706-9536,ALBUQUERQUE,NM,87121,S,Y,55000,5.3,3300,0,3300
Ziya,Marantz,F,773,721-2774,CHICAGO,IL,60621,M,N,95000,3,0,4000,0
Madhav,Green,M,402,612-9119,SPARKS,NE,69220,S,Y,85000,6.84,103,0,103
Friedemann,Miyadera,F,785,350-4090,WINONA,KS,67764,S,Y,70000,6.45,2250,0,2250
Simaan,Laplante,F,920,377-3020,MADISON,WI,53791,M,Y,100000,6.183918,0,1400,400
Barb,Rokusawa,M,860,889-8501,HADDAM,CT,6438,M,N,60000,5,0,24500,0
Hirotani,Shrira,M,402,736-1477,OMAHA,NE,68122,M,N,80000,6.84,0,206,0
Aos,Schain,M,401,715-3039,PROVIDENCE,RI,2902,S,Y,35000,0,0,0,0
Vasiliy,Laventhal,M,303,465-3771,EASTLAKE,CO,80614,M,Y,20000,4.63,0,0,0
Nikolaus,Raschle,F,951,670-2726,OAKLAND,CA,94659,M,N,15000,3.0493855,0,174,0
Rajshekhar,Dedrick,M,703,331-2762,FAIRFAX STATION,VA,22039,S,N,70000,5.75,900,0,0
Neal,Chihara,M,848,341-7417,PITMAN,NJ,8071,S,N,75000,2.267396,1000,0,0
Mieczyslaw,Daskalopulu,F,267,724-2635,MIDDLETOWN,PA,17057,M,Y,85000,3.07,0,0,0
Vittal,Nachman,M,702,421-7456,CARSON CITY,NV,89703,M,Y,75000,0,0,0,0
Goffredo,Hashii,F,720,265-6352,RYE,CO,81069,M,Y,25000,4.63,0,0,0
Gherin,Terral,M,308,746-7317,GRAND ISLAND,NE,68803,M,Y,25000,6.5736103,0,206,103
Anavai,Huxford,M,787,246-5553,AGUAS BUENAS,PR,703,S,N,20000,0,0,0,0
Florimond,Shikarpur,M,919,845-8504,KANNAPOLIS,NC,28083,M,Y,100000,7.8304195,0,6600,3300
Kumiko,Benois,M,918,997-2918,LONE WOLF,OK,73655,M,Y,15000,6.25,0,2000,1000
Clyde,Maelbrancke,F,314,234-5575,WRIGHT CITY,MO,63390,S,Y,20000,6,2100,0,1200
Parto,Mozdzynski,M,785,753-6103,ALBERT,KS,67511,S,Y,15000,3.5,2250,0,2250
Iordana,Gardarin,M,772,548-6535,PLANT CITY,FL,33563,S,N,40000,0,0,0,0
Elof,Weymouth,F,801,485-5656,LOGAN,UT,84322,S,N,80000,7,2475,0,0
Tomoharu,Yuval,M,662,539-7103,MONTICELLO,MS,39654,S,Y,100000,5,6000,0,1500
Aral,Weydert,M,234,937-5891,KELLEYS ISLAND,OH,43438,S,Y,30000,1.5418718,1300,0,1300
Ronni,Minio,M,307,146-5750,ELK MOUNTAIN,WY,82324,S,N,100000,0,0,0,0
Kyuseok,Hadjidimos,F,478,726-9314,KENNESAW,GA,30152,S,N,45000,6,2700,0,0
Emden,Grobel,M,435,886-5050,KANARRAVILLE,UT,84742,M,Y,60000,7,0,4950,2475
Behrooz,Abdellatif,F,251,695-5856,SEMINOLE,AL,36574,M,Y,50000,5,0,3000,300
Wenke,Bruza,F,404,519-3932,DALLAS,GA,30157,M,Y,80000,6,0,5400,3000
Izabela,Cucker,F,808,469-2586,HONOLULU,HI,96848,S,N,15000,3.743421,1040,0,0
Kerhong,Stoller,M,717,325-6352,COCOLAMUS,PA,17014,M,N,90000,3.07,0,0,0
Yuiko,Lichtenecker,F,580,903-8601,SWINK,OK,74761,S,N,75000,6.25,1000,0,0
Marvin,Msuda,M,401,368-5937,PROVIDENCE,RI,2912,S,N,75000,0,0,0,0
Attahiru,Korcuska,M,541,197-8656,MEDFORD,OR,97501,M,N,20000,9,0,318,0
Marisa,Pichetti,M,202,315-1711,WASHINGTON,DC,20206,M,Y,50000,9,0,2740,1370
Ekawit,Morton,M,678,786-4766,AUGUSTA,GA,30914,M,Y,55000,6,0,5400,3000
Xumin,Staples,F,919,129-6005,TROUTMAN,NC,28166,M,Y,65000,7.0961537,0,6600,3300
Reijo,Claffy,M,520,256-7214,SCOTTSDALE,AZ,85255,M,N,50000,3.49,0,4200,0
Yin,Lecoutre,M,256,837-3356,BIRMINGHAM,AL,35290,M,N,25000,5,0,3000,0
Mirjana,Banbara,F,505,742-4346,NOGAL,NM,88341,S,Y,30000,5.3,3300,0,3300
Miki,Brochard,M,425,273-7489,LYNNWOOD,WA,98037,M,N,25000,0,0,0,0
Lidia,Matheson,M,701,199-4983,ALAMO,ND,58830,M,Y,10000,2.1,0,6600,3300
Herb,Spira,M,662,708-1305,PICKENS,MS,39146,S,Y,90000,5,6000,0,1500
Sridhar,Khosla,M,906,519-5717,PORT SANILAC,MI,48469,S,N,45000,3.9,3100,0,0
Mikko,Nixon,F,334,561-6797,HONORAVILLE,AL,36042,S,Y,40000,5,1500,0,300
Vernon,Biedassek,F,208,414-5921,MACKS INN,ID,83433,S,N,65000,7.8,3300,0,0
Sonja,Baezner,F,610,194-9931,MOUNT UNION,PA,17066,M,Y,100000,3.07,0,0,0
Steffan,Mongenet,M,207,763-2670,LEE,ME,4455,S,Y,70000,8.5,2850,0,2850
Regine,Bhatt,F,971,892-5915,SALEM,OR,97301,M,N,40000,9,0,318,0
Yki,Nerode,M,435,774-5157,MAGNA,UT,84044,M,N,25000,7,0,4950,0
Arnulf,Wendorf,F,304,382-5490,CRAB ORCHARD,WV,25827,S,Y,10000,3,2000,0,2000
Takeshige,Port,F,843,592-6465,CHARLESTON,SC,29412,S,N,10000,5.752432,3300,0,0
Pak,Leffler,M,302,868-2799,NEW CASTLE,DE,19721,M,N,65000,5.95,0,220,0
Konstantin,Mandelblit,F,406,450-6038,DUTTON,MT,59433,M,Y,65000,6.9,0,3800,1900
Atef,Casson,F,602,127-3971,CHANDLER,AZ,85244,S,N,35000,3.2575,2100,0,0
Anthony,Dieng,M,276,199-6593,RUTHVILLE,VA,23147,S,N,50000,5.75,900,0,0
Regis,Odubiyi,M,716,716-4519,LYONS,NY,14489,M,N,30000,4.127439,0,0,0
Giora,Jeffrey,M,774,661-3479,NORFOLK,MA,2056,M,Y,70000,5.3,0,7150,1000
Mohd,Vollamr,M,918,187-5784,OKLAHOMA CITY,OK,73152,S,N,70000,6.25,1000,0,0
Kamaljit,Krauter,M,630,906-3196,CHICAGO,IL,60642,M,Y,20000,3,0,4000,2000
Arve,Andersson,M,503,382-5294,WILDERVILLE,OR,97543,M,Y,25000,9,0,318,159
Tamal,Herbst,M,302,236-9873,WILMINGTON,DE,19880,S,Y,65000,5.95,110,0,110
Look,Canet,M,419,220-9473,DAYTON,OH,45409,S,Y,95000,3.6995387,1300,0,1300
Gjalt,Favero,F,636,651-8583,SAINT LOUIS,MO,63136,S,N,5000,3.75,2100,0,0
Odysseas,Servatius,M,956,646-5872,SAN ANTONIO,TX,78298,S,N,70000,0,0,0,0
Amel,Streitz,M,808,721-1730,HONOLULU,HI,96837,M,Y,45000,8.25,0,2080,1040
Fumino,Sandhu,M,878,252-3657,WEST GROVE,PA,19390,M,N,95000,3.07,0,0,0
Leonidas,Gargeya,F,843,737-1548,COLUMBIA,SC,29225,M,Y,85000,7,0,6600,3300
Alejo,Usas,M,769,732-2617,BAY SPRINGS,MS,39422,S,N,5000,3,6000,0,0
Nazim,Picton,M,802,841-5120,ASCUTNEY,VT,5030,M,Y,25000,3.6,0,6600,3300
Marko,Genssler,F,808,928-9942,HONOLULU,HI,96821,S,N,25000,5.546053,1040,0,0
Abdelmalek,Torrigiani,F,682,142-1713,RICHLAND SPRINGS,TX,76871,S,N,5000,0,0,0,0
Kanad,Ingvarson,F,606,841-5856,HAWESVILLE,KY,42348,S,N,35000,3.7777777,20,0,0
Liren,Baak,F,907,428-7437,WRANGELL,AK,99929,S,Y,75000,0,0,0,0
Svatopluk,Rettelbach,F,605,570-9044,EUREKA,SD,57437,M,Y,65000,0,0,0,0
Rame,Debuse,M,941,297-3445,MAITLAND,FL,32751,M,N,50000,0,0,0,0
Randeep,Shallit,M,360,726-9045,KIRKLAND,WA,98033,M,Y,75000,0,0,0,0
Clelia,Rabi,F,503,102-9336,ATHENA,OR,97813,M,Y,90000,9,0,318,159
Belli,Gingras,F,401,644-7343,PASCOAG,RI,2859,S,N,90000,0,0,0,0
Chian,Fetvedt,F,878,679-2579,BEAR CREEK,PA,18602,S,N,65000,3.07,0,0,0
Janjao,Narahari,M,505,293-8979,SAN JON,NM,88434,M,Y,10000,3.2428572,0,6600,3300
Cary,Mosciatti,F,720,896-7174,ENGLEWOOD,CO,80112,M,N,55000,4.63,0,0,0
Toshitsugu,Laulhere,F,308,112-4950,HASTINGS,NE,68902,M,Y,45000,6.84,0,206,103
Deidra,Uemori,M,608,763-4971,KIELER,WI,53812,S,Y,45000,5.228285,700,0,400
Coco,Petit,F,307,646-9044,SMOOT,WY,83126,M,N,35000,0,0,0,0
Qingming,Tanishita,F,701,679-6608,RUSO,ND,58778,M,N,55000,2.3932838,0,6600,0
Clares,Olenski,M,808,267-2002,HAKALAU,HI,96710,M,N,80000,8.25,0,2080,0
Shlomo,Tulley,M,507,824-1729,BIWABIK,MN,55708,S,N,50000,6.9236393,3300,0,0
Yixin,Hasteer,F,816,948-5195,SAINT LOUIS,MO,63151,M,Y,25000,6,0,4200,1200
Panayotis,Kshemkalyani,F,978,133-5653,SHUTESBURY,MA,1072,M,Y,15000,5.3,0,7150,1000
Hafedh,Shirai,M,225,989-4394,DELCAMBRE,LA,70528,S,N,85000,6,4500,0,0
Kyuchul,Duval,F,785,159-5505,UTICA,KS,67584,M,Y,40000,6.45,0,4500,2250
Kun,Lafferriere,F,251,975-4026,DADEVILLE,AL,36853,S,Y,90000,5,1500,0,300
Chihei,Kaminka,F,971,296-8958,DUFUR,OR,97021,S,N,65000,9,159,0,0
Hannu,Plat,M,504,189-2233,MARINGOUIN,LA,70757,M,Y,100000,6,0,9000,1000
Takamasa,Gabbrieli,M,603,795-7839,BARRINGTON,NH,3825,S,Y,10000,0,0,0,0
Naftaly,Murugesan,F,573,207-2141,FARBER,MO,63345,S,Y,45000,6,2100,0,1200
ChuXin,Speyerer,M,864,702-3027,EDISTO ISLAND,SC,29438,S,Y,55000,7,3300,0,3300
Elaine,Kiesel,F,917,598-5793,CLIMAX,NY,12042,M,Y,100000,4.5329266,0,0,1000
Masaharu,Rubin,M,636,939-4998,LAREDO,MO,64652,M,Y,100000,6,0,4200,1200
Nevin,Langerman,F,406,478-9354,FROID,MT,59226,S,Y,80000,6.9,1900,0,1900
Yashvant,Mulders,M,952,179-2603,VERMILLION,MN,55085,S,Y,55000,7.1904483,3300,0,3300
Xiaoshan,Urbain,M,979,532-8374,MICO,TX,78056,M,N,55000,0,0,0,0
Isidore,Boudjlida,F,620,375-5183,INGALLS,KS,67853,S,Y,20000,4.483333,2250,0,2250
Cong,Carrillo,M,302,217-4757,SAINT GEORGES,DE,19733,S,N,70000,5.95,110,0,0
Viiveke,Sessa,F,702,458-6740,BOULDER CITY,NV,89005,M,Y,80000,0,0,0,0
Amotz,Maierhofer,M,208,974-2182,BOVILL,ID,83806,S,Y,50000,7.8,3300,0,3300
Sajjad,Kalsbeek,F,816,944-6731,SLATER,MO,65349,S,N,35000,6,2100,0,0
Atri,Kyrimis,F,334,195-4679,BIRMINGHAM,AL,35211,S,Y,65000,5,1500,0,300
Masat,Siegl,M,802,458-6331,EAST RANDOLPH,VT,5041,S,N,50000,3.9998987,3300,0,0
Terrill,Yach,M,203,222-3536,MILFORD,CT,6460,S,Y,55000,5,12750,0,0
Kaisa,Toida,M,434,163-8446,ROANOKE,VA,24155,S,Y,80000,5.75,900,0,900
Shaowen,Braunmuhl,F,406,299-9508,RED LODGE,MT,59068,M,N,40000,6.9,0,3800,0
Neville,Tavs,M,641,295-8876,LUTHER,IA,50152,S,Y,65000,8.98,40,0,40
Heiko,Warschat,M,907,707-9022,TANACROSS,AK,99776,S,N,10000,0,0,0,0
Ramanathan,Spadoni,F,980,254-4658,LUMBER BRIDGE,NC,28357,S,N,35000,6.466783,3300,0,0
Ana,Blix,F,947,548-6043,SPRING LAKE,MI,49456,S,Y,80000,3.9,3100,0,3100
Wie,Mozeico,F,225,299-4149,COVINGTON,LA,70434,S,N,45000,6,4500,0,0
Ewgeni,Koutnik,F,520,646-2574,GOODYEAR,AZ,85395,M,N,70000,3.8,0,4200,0
Bishnu,Babcock,M,803,421-6032,YEMASSEE,SC,29945,M,Y,90000,7,0,6600,3300
Angela,Litecky,M,205,488-9200,IRVINGTON,AL,36544,M,Y,25000,5,0,3000,300
Soumitra,Springer,F,302,950-2887,FREDERICA,DE,19946,M,N,90000,5.95,0,220,0
Alban,Konuru,M,939,626-2234,LAS PIEDRAS,PR,771,S,N,15000,0,0,0,0
Montserrat,Stockus,F,304,260-7546,MAXWELTON,WV,24957,M,Y,35000,4.75,0,4000,2000
Rajaraman,Violard,M,435,878-3277,DUCK CREEK VILLAGE,UT,84762,S,N,10000,7,2475,0,0
Jianxun,Maloney,F,308,706-4892,MITCHELL,NE,69357,M,Y,15000,4.7976766,0,206,103
Hrishikesh,Staff,F,563,712-4757,JOLLEY,IA,50551,M,Y,40000,6.339211,0,80,40
Hansjorg,Hooker,M,207,730-6240,LITCHFIELD,ME,4350,M,Y,25000,8.5,0,5700,2850
Fenia,Gierz,M,870,524-1045,ARKADELPHIA,AR,71998,S,N,35000,7,20,0,0
Habib,Adorni,F,939,962-6458,SAN JUAN,PR,911,S,N,10000,0,0,0,0
Omer,Dayang,F,859,987-8124,PADUCAH,KY,42001,S,N,10000,2.3888888,20,0,0
Krishnan,Yuguchi,M,228,531-4203,BOGUE CHITTO,MS,39629,S,N,65000,5,6000,0,0
Bostwick,Fiutem,M,850,997-3789,FERNANDINA BEACH,FL,32035,S,N,55000,0,0,0,0
Shervin,Moharir,F,641,127-3611,MOUNT AYR,IA,50854,S,N,95000,8.98,40,0,0
Kali,Jesus,M,920,602-4279,MOUNTAIN,WI,54149,M,N,70000,5.6626635,0,1400,0
Dexter,Jutla,M,715,464-1076,NEOPIT,WI,54150,M,Y,80000,5.836415,0,1400,400
Kitsana,McKibbon,F,952,145-9912,NOYES,MN,56740,S,N,25000,5.5895944,3300,0,0
JoAnne,Moncrieff,M,208,523-2841,CLIFTON,ID,83228,S,Y,100000,7.8,3300,0,3300
Xiaowei,Surko,F,405,690-1552,BRADLEY,OK,73011,S,N,55000,6.25,1000,0,0
Shigeichi,Dippoldsmann,M,971,163-3177,KLAMATH FALLS,OR,97601,M,N,75000,9,0,318,0
Mehryar,Urponen,M,609,421-1422,STRATHMERE,NJ,8248,M,Y,5000,1.4,0,2000,1500
Ilan,Stefano,M,406,907-2628,HIGHWOOD,MT,59450,M,Y,65000,6.9,0,3800,1900
Otmar,Lorincz,M,706,894-8668,AUGUSTA,GA,30911,S,Y,10000,6,2700,0,3000
Piers,Lanza,M,228,964-9603,MERIGOLD,MS,38759,S,N,45000,5,6000,0,0
Dinkar,Streett,M,207,364-4369,SULLIVAN,ME,4664,M,Y,75000,8.5,0,5700,2850
Yosuke,Gaschnig,F,757,913-3833,SPRINGFIELD,VA,22159,S,Y,95000,5.75,900,0,900
Randeep,Piney,M,939,317-4070,AGUAS BUENAS,PR,703,M,Y,10000,0,0,0,0
Zineb,Legeard,M,603,655-5876,NORTH SUTTON,NH,3260,M,Y,75000,0,0,0,0
Yee,Buchinger,M,314,511-5850,CLINTON,MO,64735,M,N,65000,6,0,4200,0
Mina,Hanzalek,F,620,163-6782,ARKANSAS CITY,KS,67005,S,N,45000,6.45,2250,0,0
Kadaba,Suorsa,F,605,363-6050,HUDSON,SD,57034,M,N,45000,0,0,0,0
Hongki,Engbersen,M,317,141-6482,HOAGLAND,IN,46745,M,N,50000,3.4,0,2000,0
Krishna,Olien,M,505,971-7410,PORTALES,NM,88130,S,Y,100000,5.3,3300,0,3300
Lyle,Griffioen,F,320,562-3210,FOREST LAKE,MN,55025,M,Y,90000,7.85,0,6600,3300
Shushma,Hamalainen,F,208,914-2686,SODA SPRINGS,ID,83276,S,Y,25000,7.8,3300,0,3300
Zeki,Goil,M,979,535-5179,SAN ANTONIO,TX,78202,S,Y,95000,0,0,0,0
Database,Cordy,M,912,929-8591,ATLANTA,GA,31106,S,Y,35000,6,2700,0,3000
Whitfield,Obradovic,M,612,787-5468,BIGELOW,MN,56117,M,Y,40000,6.3900213,0,6600,3300
Feiling,Kerntopf,M,907,592-8344,NINILCHIK,AK,99639,M,N,25000,0,0,0,0
Temple,Tack,F,352,603-3973,LAKE CITY,FL,32025,M,Y,90000,0,0,0,0
Michelle,Sauder,M,808,123-3948,LAWAI,HI,96765,M,N,50000,8.25,0,2080,0
Yann,Xanthopoulos,F,405,270-7058,CLEVELAND,OK,74020,M,Y,50000,6.25,0,2000,1000
Chengfei,Bonfils,M,970,351-8463,LOVELAND,CO,80539,M,Y,85000,4.63,0,0,0
Petrisor,Rotenberg,M,808,509-7456,HONOLULU,HI,96823,S,N,80000,8.25,1040,0,0
Dilvan,Houtsma,M,606,741-1712,UNION STAR,KY,40171,S,Y,15000,2.6666667,20,0,20
Gwyneth,Keshav,F,219,469-6976,SALAMONIA,IN,47381,M,N,5000,3.4,0,2000,0
Leona,Diekert,F,906,629-4243,JONESVILLE,MI,49250,S,Y,60000,3.9,3100,0,3100
Yasutaka,Newstead,F,901,991-2576,MEMPHIS,TN,38114,S,Y,50000,0,0,0,0
Setsuo,Ostvold,M,605,313-3358,LEAD,SD,57754,S,Y,50000,0,0,0,0
Rudolph,Hedlund,F,907,792-6268,WILLOW,AK,99688,M,Y,25000,0,0,0,0
Samuel,DeJean,M,312,911-8478,ATKINSON,IL,61235,M,N,20000,3,0,4000,0
Teck,Peuto,M,971,380-4639,KIMBERLY,OR,97848,S,N,10000,9,159,0,0
Qinglan,Tanzariello,M,440,905-3257,BEACHWOOD,OH,44122,S,Y,50000,2.2057693,1300,0,1300
Vishu,Iwadare,M,775,624-6795,LAS VEGAS,NV,89170,M,N,45000,0,0,0,0
Renganathan,Eichholz,M,843,743-7969,CHARLESTON AFB,SC,29404,M,N,5000,3.563716,0,6600,0
Flaminia,Kaye,F,208,322-8775,MIDVALE,ID,83645,M,Y,55000,7.8,0,6600,3300
Mou,Azagury,M,701,528-5937,ROSS,ND,58776,M,Y,85000,2.7410512,0,6600,3300
Maneesh,Chikaraishi,M,505,643-5291,GRENVILLE,NM,88424,S,N,30000,5.3,3300,0,0
Maged,Terrasse,M,503,412-7517,DEER ISLAND,OR,97054,S,Y,60000,9,159,0,159
Yuanyuan,Fetvedt,M,801,351-6424,SANDY,UT,84092,S,N,60000,7,2475,0,0
Hideharu,Goldschmidt,F,308,718-5189,BAYARD,NE,69334,S,N,95000,6.84,103,0,0
Peter,Biedassek,F,614,482-6652,CLEVELAND,OH,44115,S,Y,95000,3.6995387,1300,0,1300
Yugo,Backer,M,620,864-3361,CORNING,KS,66417,M,N,95000,6.45,0,4500,0
Bahram,Korach,F,207,502-7092,FREEPORT,ME,4034,S,N,5000,2.2135036,2850,0,0
Manuk,Chuat,F,231,808-4704,LANSING,MI,48910,S,N,40000,3.9,3100,0,0
Zdzislaw,Stifter,F,253,314-5177,DIXIE,WA,99329,M,N,25000,0,0,0,0
Kirsty,Newbery,F,208,700-7420,SUN VALLEY,ID,83354,S,N,40000,7.8,3300,0,0
Piergiulio,Khamisy,M,202,796-8342,WASHINGTON,DC,20538,M,N,95000,9,0,2740,0
Songjie,Terwiesch,M,234,199-1009,COLUMBUS,OH,43236,S,Y,100000,3.8655128,1300,0,1300
Akemi,Lazaro,M,302,357-9482,WILMINGTON,DE,19889,S,Y,75000,5.95,110,0,110
Heidrun,Benveniste,M,787,760-8017,FAJARDO,PR,738,S,N,15000,0,0,0,0
Graciela,Dervisoglu,M,307,551-7577,CLEARMONT,WY,82835,M,Y,20000,0,0,0,0
Vineeth,Molyneaux,F,785,506-7931,OPOLIS,KS,66760,S,Y,40000,6.45,2250,0,2250
Teruhiro,Estier,F,207,148-2551,MACHIASPORT,ME,4655,S,Y,85000,8.5,2850,0,2850
Maroun,Luga,M,207,907-3753,STOCKTON SPRINGS,ME,4981,S,N,10000,4.5857663,2850,0,0
Theo,Kate,F,949,526-6004,HONEYDEW,CA,95545,M,N,80000,9.3,0,174,0
Roel,Vinar,M,570,663-8177,RALSTON,PA,17763,S,Y,85000,3.07,0,0,0
Bhavani,Dionysiou,M,603,537-3459,LOCHMERE,NH,3252,M,Y,30000,0,0,0,0
Frederik,Marefat,F,434,843-5375,LIGHTFOOT,VA,23090,S,N,90000,5.75,900,0,0
Xiaoqiang,Sillion,M,908,126-9774,GLENDORA,NJ,8029,S,N,65000,2.1096876,1000,0,0
Murat,Eyres,M,307,726-1370,SAVERY,WY,82332,M,Y,75000,0,0,0,0
Loss,Flass,F,541,991-4040,MITCHELL,OR,97750,S,N,75000,9,159,0,0
Anurag,Schwenkreis,M,907,700-7487,ANCHORAGE,AK,99517,M,N,35000,0,0,0,0
Samaradasa,Alfredsen,M,208,756-1416,FORT HALL,ID,83203,M,N,55000,7.8,0,6600,0
Ilies,Sanger,F,212,666-2992,BATAVIA,NY,14021,S,N,25000,4.0984755,0,0,0
Ashwini,Varley,F,754,990-3804,TALLAHASSEE,FL,32317,M,Y,35000,0,0,0,0
Naixun,Cavalloro,M,601,942-7772,PARIS,MS,38949,S,N,25000,5,6000,0,0
Cesar,Junger,M,401,788-4391,WARWICK,RI,2889,S,Y,15000,0,0,0,0
Kaizhi,Sooriamurthi,M,907,549-4122,ELIM,AK,99739,S,Y,35000,0,0,0,0
Tzay,McClurg,F,319,603-8890,MOULTON,IA,52572,M,N,50000,7.8829904,0,80,0
Rajib,Warschat,F,802,230-2184,COLCHESTER,VT,5449,M,N,30000,3.6019895,0,6600,0
Wenjian,Gracer,F,402,152-9909,HORDVILLE,NE,68846,M,Y,70000,6.84,0,206,103
Billie,Georgakopoulos,M,701,251-6438,GARDNER,ND,58036,S,Y,65000,2.5092063,3300,0,3300
Karlheinz,Gibbens,M,580,774-4701,ARKOMA,OK,74901,M,N,25000,6.25,0,2000,0
Sivarama,Rouquie,M,563,720-7584,ORIENT,IA,50858,M,Y,40000,6.339211,0,80,40
Pozung,Ramanna,M,435,890-5491,SNOWVILLE,UT,84336,M,Y,65000,7,0,4950,2475
Xiannong,Dupre,M,225,984-3100,SICILY ISLAND,LA,71368,S,Y,95000,6,4500,0,1000
Maris,Marceau,F,516,702-9859,NAPLES,NY,14512,M,Y,90000,4.475,0,0,1000
Sathis,Azevedo,M,678,658-3639,ATLANTA,GA,30307,M,Y,5000,4.4,0,5400,3000
Chrystopher,Philipson,F,208,823-4882,KAMIAH,ID,83536,M,N,95000,7.8,0,6600,0
Ronnie,Eskilson,F,603,144-5772,NEWMARKET,NH,3857,M,N,25000,0,0,0,0
Xuefei,Oudin,M,775,314-7150,CRYSTAL BAY,NV,89402,M,Y,85000,0,0,0,0
Joonhee,Asmuth,M,402,597-9783,CALLAWAY,NE,68825,S,N,90000,6.84,103,0,0
Yogeesh,Bellairs,M,202,291-2892,WASHINGTON,DC,20206,S,Y,5000,4.5,1370,0,1370
Irith,McCabe,F,256,145-3806,BIRMINGHAM,AL,35201,S,Y,55000,5,1500,0,300
Jin,Tolle,M,731,960-2015,ROCKWOOD,TN,37854,S,N,95000,0,0,0,0
Tyll,Guardalben,F,320,597-2872,NORWOOD,MN,55383,S,Y,100000,7.85,3300,0,3300
Suleyman,Kurfess,M,740,587-2037,WEST ELKTON,OH,45070,S,Y,10000,0.8779744,1300,0,1300
Roxanne,Gertz,F,307,452-3413,SHOSHONI,WY,82649,S,N,25000,0,0,0,0
Ryoichi,Akiyama,F,334,460-5487,HUNTSVILLE,AL,35810,S,N,20000,5,1500,0,0
Somesh,Serna,M,302,912-4585,WILMINGTON,DE,19889,M,Y,100000,5.95,0,220,110
Fabrice,Omicini,F,339,153-5440,ALLSTON,MA,2134,S,N,85000,5.3,3575,0,0
Boping,Helland,F,573,930-6821,FLORISSANT,MO,63032,M,Y,65000,6,0,4200,1200
Irene,Kuiper,F,503,695-7747,ELMIRA,OR,97437,S,Y,65000,9,159,0,159
Vicent,Veanes,M,831,368-8549,RIVERSIDE,CA,92501,M,N,25000,5.410157,0,174,0
Marios,Spielman,F,702,168-3641,HIKO,NV,89017,M,N,100000,0,0,0,0
Paloma,Tohme,F,203,425-7580,CORNWALL BRIDGE,CT,6754,M,N,75000,5,0,24500,0
Marguerite,Canto,M,224,964-1545,PEMBROKE TOWNSHIP,IL,60958,S,N,95000,3,2000,0,0
Antonio,Sokolin,M,947,737-2279,FARMINGTON,MI,48335,S,Y,5000,3.9,3100,0,3100
Maria,Brost,F,908,180-5558,GREENWICH,NJ,8323,M,Y,35000,1.6365625,0,2000,1500
Minghong,Manderick,F,970,646-7488,WOODLAND PARK,CO,80866,M,Y,45000,4.63,0,0,0
Takao,Shiouchi,M,970,228-8277,WHEAT RIDGE,CO,80034,S,N,80000,4.63,0,0,0
Yosef,McCormick,F,269,838-8184,DRUMMOND ISLAND,MI,49726,S,N,10000,3.9,3100,0,0
Carlisle,Vetterli,F,712,560-1656,VAN HORNE,IA,52346,M,N,75000,8.98,0,80,0
Chienting,Mayrand,M,701,496-1702,NAPOLEON,ND,58561,S,N,80000,2.68309,3300,0,0
Pierangela,Sievers,F,864,153-5626,TIMMONSVILLE,SC,29161,M,Y,35000,7,0,6600,3300
Torulf,Papaconstantinou,M,801,445-7085,PAYSON,UT,84651,M,N,20000,7,0,4950,0
Sita,Urso,F,907,899-5243,ANCHORAGE,AK,99523,S,N,80000,0,0,0,0
Steen,Gunderson,M,307,185-8232,FE WARREN AFB,WY,82005,S,N,55000,0,0,0,0
Marleen,Holburn,M,601,153-8842,LAMAR,MS,38642,S,N,50000,5,6000,0,0
Fangzhen,Bien,M,878,129-4677,PRESTON PARK,PA,18455,M,Y,75000,3.07,0,0,0
Hanqing,McFarland,M,813,732-5840,WEST PALM BEACH,FL,33411,M,Y,75000,0,0,0,0
Morioka,Rago,M,865,376-6839,MC KENZIE,TN,38201,M,Y,85000,0,0,0,0
Emilie,Ardizzone,F,253,395-1491,RIDGEFIELD,WA,98642,S,Y,25000,0,0,0,0
Anil,Sagalovich,F,229,809-7243,ELLABELL,GA,31308,M,Y,90000,6,0,5400,3000
Warwich,Darell,M,731,760-3412,MEMPHIS,TN,38181,M,N,30000,0,0,0,0
Kart,Wherry,M,269,731-6848,MILFORD,MI,48380,S,Y,70000,3.9,3100,0,3100
Toyohisa,Heilandt,F,214,640-2712,BIG SPRING,TX,79721,S,N,45000,0,0,0,0
Rudolf,Kader,F,202,531-1511,WASHINGTON,DC,20416,M,Y,75000,9,0,2740,1370
Veli,Rehg,F,712,572-9153,DUMONT,IA,50625,S,N,60000,8.98,40,0,0
Svetozar,Blus,M,307,628-8698,MEETEETSE,WY,82433,S,N,70000,0,0,0,0
Shahar,Zavattaro,M,802,692-2796,SUTTON,VT,5867,S,N,90000,4.7957172,3300,0,0
Sergiu,Rubin,F,307,359-5463,EVANSVILLE,WY,82636,S,N,95000,0,0,0,0
Wenjun,Zedlitz,M,310,278-3978,NEWPORT BEACH,CA,92661,S,Y,45000,9.3,87,0,272
Naohiko,Weicker,M,304,480-5147,RHODELL,WV,25915,M,Y,80000,6.5,0,4000,2000
Miloslav,Haberman,M,859,819-5865,ARTEMUS,KY,40903,M,N,80000,6,0,40,0
Haiyen,Bos,M,320,911-4827,REVERE,MN,56166,S,Y,85000,7.85,3300,0,3300
Vilena,Plaxton,M,337,752-9140,ZWOLLE,LA,71486,M,N,45000,6,0,9000,0
